provider,job_id,n,observable,ideal,expectation_value,std,absolute_error,observable_type
IBM default,d8rf4dmab0ds73drk25g,60,Z0Z1,1.0,0.9094862396719886,0.0063363765138878,0.0905137603280114,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z1Z2,1.0,0.915334077104252,0.0068009359569953,0.0846659228957481,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z2Z3,1.0,0.9362549800796812,0.0060654848840941,0.0637450199203187,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z3Z4,1.0,0.9247945806937212,0.0066858866728291,0.0752054193062786,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z4Z5,1.0,0.9138989848351924,0.0064678666737263,0.0861010151648076,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z5Z6,1.0,0.9164009254048646,0.0077018982687162,0.0835990745951353,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z6Z7,1.0,0.9102642483526936,0.0103917614282215,0.0897357516473065,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z7Z8,1.0,0.9709318120076066,0.008085072875402,0.0290681879923934,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z8Z9,1.0,0.9390622033791052,0.0083002490535086,0.0609377966208947,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z9Z10,1.0,0.9582827572989204,0.0073349661754133,0.0417172427010796,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z10Z11,1.0,0.9312543400037876,0.0064424229278719,0.0687456599962124,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z11Z12,1.0,0.914385920961984,0.0067657531586461,0.0856140790380158,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z12Z13,1.0,0.9405796182383156,0.006810569449283,0.0594203817616842,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z13Z14,1.0,0.9579238131945784,0.0076124605000295,0.0420761868054216,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z14Z15,1.0,0.9563499649525266,0.0056114557928782,0.0436500350474734,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z15Z16,1.0,0.9419709854927464,0.0068880010693817,0.0580290145072536,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z16Z17,1.0,0.9411177021542304,0.0065617461045075,0.0588822978457695,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z17Z18,1.0,0.9482737130749096,0.0063569695073988,0.0517262869250904,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z18Z19,1.0,0.9469043035459233,0.0047594030142125,0.0530956964540768,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z19Z20,1.0,0.9611977542108546,0.0054653829658971,0.0388022457891453,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z20Z21,1.0,0.9363286583095444,0.0066151331253775,0.0636713416904555,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z21Z22,1.0,0.9326335288669344,0.0067830764500852,0.0673664711330657,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z22Z23,1.0,0.9530757341576508,0.0054273534496561,0.0469242658423493,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z23Z24,1.0,0.9379173880781598,0.005871840171971,0.0620826119218401,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z24Z25,1.0,0.9483974755599556,0.0051583108580499,0.0516025244400445,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z25Z26,1.0,0.9638911178322326,0.0050993149426548,0.0361088821677674,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z26Z27,1.0,0.9345887016848364,0.0067423780192972,0.0654112983151635,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z27Z28,1.0,0.9490664295694144,0.0064726891379079,0.0509335704305855,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z28Z29,1.0,0.9790333818964972,0.0061706226169541,0.0209666181035028,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z29Z30,1.0,0.9575193798449612,0.0062864224965468,0.0424806201550387,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z30Z31,1.0,0.9605,0.0060091439486507,0.0394999999999999,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z31Z32,1.0,0.9742855363925036,0.0054163400518272,0.0257144636074964,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z32Z33,1.0,0.966707768187423,0.0048421557414329,0.033292231812577,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z33Z34,1.0,0.9736760606999072,0.0046807492312056,0.0263239393000929,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z34Z35,1.0,0.9667869137952482,0.0046913618284507,0.0332130862047518,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z35Z36,1.0,0.967673621924634,0.0043905943110915,0.0323263780753659,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z36Z37,1.0,0.96161013790533,0.0054905200553558,0.0383898620946701,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z37Z38,1.0,0.9771219542439084,0.0045903423928391,0.0228780457560915,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z38Z39,1.0,0.9634002361275088,0.0059249583642262,0.0365997638724912,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z39Z40,1.0,0.9703142466774314,0.0052833099474245,0.0296857533225686,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z40Z41,1.0,0.9268869392072676,0.0065858432871941,0.0731130607927322,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z41Z42,1.0,0.9323232323232324,0.0065098789792556,0.0676767676767676,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z42Z43,1.0,0.9548111369492804,0.0061550885312475,0.0451888630507196,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z43Z44,1.0,0.9817127002144028,0.0054021186416748,0.0182872997855971,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z44Z45,1.0,0.9828643692696808,0.0056534843034557,0.0171356307303193,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z45Z46,1.0,0.9684925476385132,0.0055386598393988,0.0315074523614866,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z46Z47,1.0,0.922040922040922,0.0073917878326991,0.0779590779590779,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z47Z48,1.0,0.948788440636788,0.0058133621181032,0.051211559363212,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z48Z49,1.0,0.9754525167369203,0.0038312441151092,0.0245474832630795,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z49Z50,1.0,0.9770954562337502,0.0043350795312699,0.0229045437662498,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z50Z51,1.0,0.9751268407375324,0.0042335529524642,0.0248731592624674,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z51Z52,1.0,0.9885470191295734,0.0038042696385456,0.0114529808704265,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z52Z53,1.0,0.9757627229372182,0.0073302366594489,0.0242372770627817,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z53Z54,1.0,1.011415824694922,0.0071406032263541,0.0114158246949218,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z54Z55,1.0,0.9797540678176624,0.0054355685101301,0.0202459321823376,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z55Z56,1.0,0.9827340800792128,0.0043256721390984,0.0172659199207871,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z56Z57,1.0,0.9893887682283586,0.0036665241762992,0.0106112317716413,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z57Z58,1.0,0.9924514292785548,0.0031544456485127,0.0075485707214453,Neighbor ZZ
IBM default,d8rf4dmab0ds73drk25g,60,Z58Z59,1.0,0.9811836303794323,0.0038693002320557,0.0188163696205675,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1.0,0.139,0.990292381067329,0.861,Global X
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z0Z1,1.0,0.8678,0.4969136343470562,0.1321999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z1Z2,1.0,0.8814,0.4723706595460815,0.1186,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z2Z3,1.0,0.9226,0.3857580070458681,0.0774,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z3Z4,1.0,0.9248,0.3804536239806371,0.0752,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z4Z5,1.0,0.9082,0.4185364500255623,0.0917999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z5Z6,1.0,0.9318,0.3629721201414786,0.0682,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z6Z7,1.0,0.914,0.4057141851106515,0.0859999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z7Z8,1.0,0.9024,0.4308993385931336,0.0976,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z8Z9,1.0,0.8856,0.4644487485180683,0.1143999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z9Z10,1.0,0.921,0.3895625752045491,0.0789999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z10Z11,1.0,0.9068,0.4215610987745429,0.0931999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z11Z12,1.0,0.9382,0.3460935711624819,0.0617999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z12Z13,1.0,0.8908,0.4543955985702325,0.1091999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z13Z14,1.0,0.932,0.362458273460546,0.0679999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z14Z15,1.0,0.9356,0.3530618076201389,0.0644,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z15Z16,1.0,0.9434,0.3316571120901826,0.0565999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z16Z17,1.0,0.9322,0.3619435867645673,0.0677999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z17Z18,1.0,0.9018,0.432153630090041,0.0981999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z18Z19,1.0,0.91,0.4146082488325575,0.0899999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z19Z20,1.0,0.9368,0.3498653455259609,0.0632,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z20Z21,1.0,0.9306,0.3660377576152494,0.0694,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z21Z22,1.0,0.945,0.3270703288285259,0.055,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z22Z23,1.0,0.91,0.4146082488325575,0.0899999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z23Z24,1.0,0.9044,0.4266856454112324,0.0956,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z24Z25,1.0,0.92,0.3919183588453084,0.0799999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z25Z26,1.0,0.9494,0.3140694827581946,0.0505999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z26Z27,1.0,0.943,0.3327927282859408,0.057,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z27Z28,1.0,0.9432,0.3322254656103289,0.0567999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z28Z29,1.0,0.9318,0.3629721201414786,0.0682,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z29Z30,1.0,0.9512,0.308575047597825,0.0487999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z30Z31,1.0,0.9056,0.4241328093887574,0.0944,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z31Z32,1.0,0.8918,0.452429839864702,0.1081999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z32Z33,1.0,0.9168,0.399346666444081,0.0832,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z33Z34,1.0,0.9418,0.3361737050990158,0.0582,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z34Z35,1.0,0.928,0.3725801927102405,0.0719999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z35Z36,1.0,0.9606,0.2779345966230184,0.0393999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z36Z37,1.0,0.9568,0.2907469002414299,0.0432,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z37Z38,1.0,0.975,0.2222048604328898,0.025,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z38Z39,1.0,0.9314,0.3639973076823508,0.0686,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z39Z40,1.0,0.913,0.4079595568190551,0.0869999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z40Z41,1.0,0.9568,0.2907469002414299,0.0432,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z41Z42,1.0,0.9724,0.2333200377164378,0.0275999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z42Z43,1.0,0.9582,0.2860992135606106,0.0417999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z43Z44,1.0,0.9614,0.2751545747393634,0.0385999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z44Z45,1.0,0.9526,0.3042256399450907,0.0474,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z45Z46,1.0,0.958,0.2867681990737468,0.042,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z46Z47,1.0,0.9484,0.3170763945802335,0.0515999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z47Z48,1.0,0.9494,0.3140694827581946,0.0505999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z48Z49,1.0,0.94,0.3411744421846397,0.06,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z49Z50,1.0,0.9596,0.2813678019958929,0.0403999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z50Z51,1.0,0.9696,0.2446954024905249,0.0303999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z51Z52,1.0,0.9738,0.2274061564689928,0.0262,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z52Z53,1.0,0.9516,0.3073392913377656,0.0484,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z53Z54,1.0,0.8994,0.4371265720589404,0.1006,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z54Z55,1.0,0.8978,0.4404034059813796,0.1021999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z55Z56,1.0,0.967,0.2547763725308923,0.033,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z56Z57,1.0,0.974,0.2265480081572116,0.026,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z57Z58,1.0,0.9706,0.2406982343101003,0.0293999999999999,Neighbor ZZ
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z58Z59,1.0,0.9614,0.2751545747393634,0.0385999999999999,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1.0,-0.0362116991643454,0.0457075440390525,1.0362116991643453,Global X
IBM default,d8ri28i01fac73d4c7v0,80,Z0Z1,1.0,0.9303263197681744,0.0070495243080125,0.0696736802318256,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z1Z2,1.0,0.927357032457496,0.0067182283997833,0.0726429675425038,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z2Z3,1.0,0.9101172383847156,0.0063599356528503,0.0898827616152844,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z3Z4,1.0,0.8870502695248841,0.0087384185170025,0.1129497304751159,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z4Z5,1.0,0.8738484677570972,0.0082226636146545,0.1261515322429027,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z5Z6,1.0,0.8910581315311933,0.0073986121941728,0.1089418684688067,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z6Z7,1.0,0.8938823045831336,0.0124743347896449,0.1061176954168664,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z7Z8,1.0,0.94839151266256,0.0116554238660084,0.05160848733744,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z8Z9,1.0,0.9054054054054054,0.008390360606042,0.0945945945945946,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z9Z10,1.0,0.9269470207089316,0.0072308487983618,0.0730529792910684,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z10Z11,1.0,0.930079239302694,0.0070444473956521,0.0699207606973059,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z11Z12,1.0,0.9144146968461973,0.0078123362524578,0.0855853031538027,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z12Z13,1.0,0.9396600745561382,0.0073296422065913,0.0603399254438618,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z13Z14,1.0,0.9313417526764536,0.0078180171303975,0.0686582473235464,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z14Z15,1.0,0.8372569089048106,0.0082448743956606,0.1627430910951893,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z15Z16,1.0,0.8453530665997743,0.0088622948405809,0.1546469334002257,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z16Z17,1.0,0.9317067035593009,0.0073239653721929,0.0682932964406992,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z17Z18,1.0,0.9260627308583236,0.0074440324300245,0.0739372691416765,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z18Z19,1.0,0.914541609652942,0.0065603741348031,0.085458390347058,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z19Z20,1.0,0.9378466245936126,0.0078566814163841,0.0621533754063874,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z20Z21,1.0,0.9149084457961096,0.0075085046168728,0.0850915542038902,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z21Z22,1.0,0.9123110151187904,0.0070909841794408,0.0876889848812094,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z22Z23,1.0,0.8504210004952947,0.0096781883005636,0.1495789995047053,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z23Z24,1.0,0.8425484490124451,0.0088991210335246,0.1574515509875549,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z24Z25,1.0,0.9386165543673116,0.0058452122768892,0.0613834456326883,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z25Z26,1.0,0.9541239025596636,0.0045718795730564,0.0458760974403363,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z26Z27,1.0,0.9199975135202336,0.0068324772749288,0.0800024864797662,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z27Z28,1.0,0.9110958818765186,0.0075550869732628,0.0889041181234814,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z28Z29,1.0,0.9396573131363296,0.0056030057826402,0.0603426868636702,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z29Z30,1.0,0.952995163090661,0.0053107729200973,0.0470048369093389,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z30Z31,1.0,0.93516163057641,0.0059795356077033,0.06483836942359,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z31Z32,1.0,0.9401242236024844,0.0058664697345933,0.0598757763975155,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z32Z33,1.0,0.9342667740536522,0.0063859342182616,0.0657332259463477,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z33Z34,1.0,0.9528659256039248,0.0061616907690274,0.0471340743960753,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z34Z35,1.0,0.9380267724343084,0.0051256625922037,0.0619732275656915,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z35Z36,1.0,0.9421364985163204,0.0068320038005076,0.0578635014836795,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z36Z37,1.0,0.9382093316519546,0.0080483882175612,0.0617906683480453,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z37Z38,1.0,0.9639833185896626,0.0065847264594447,0.0360166814103374,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z38Z39,1.0,0.9452003495194108,0.0063003828380528,0.0547996504805892,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z39Z40,1.0,0.962240560140035,0.005027359812257,0.0377594398599649,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z40Z41,1.0,0.9671589705240856,0.0047915152019554,0.0328410294759144,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z41Z42,1.0,0.7280147949748103,0.0107186498930574,0.2719852050251897,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z42Z43,1.0,0.7285687010755425,0.0100535315741106,0.2714312989244575,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z43Z44,1.0,0.9575862495362928,0.0057040230745653,0.0424137504637072,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z44Z45,1.0,0.9481701653353148,0.0063469930480746,0.0518298346646851,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z45Z46,1.0,0.9701779403558808,0.0049902011125069,0.0298220596441193,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z46Z47,1.0,0.9474950915194122,0.0068368206808248,0.0525049084805877,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z47Z48,1.0,0.9483932548520522,0.0074239965149994,0.0516067451479478,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z48Z49,1.0,0.9362179687012906,0.0068370546248941,0.0637820312987094,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z49Z50,1.0,0.9495652173913044,0.0053154987890045,0.0504347826086956,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z50Z51,1.0,0.9572649572649572,0.0049270360909441,0.0427350427350426,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z51Z52,1.0,0.9563115820784532,0.0046498462959322,0.0436884179215467,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z52Z53,1.0,0.9383054223993028,0.0063365078448501,0.0616945776006973,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z53Z54,1.0,0.9507478565617372,0.0052716169837123,0.0492521434382626,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z54Z55,1.0,0.9664328657314628,0.0068412484710614,0.033567134268537,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z55Z56,1.0,0.9913793103448276,0.0060827078133098,0.0086206896551723,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z56Z57,1.0,0.9905916524594304,0.0042479025915083,0.0094083475405695,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z57Z58,1.0,0.9787075084049308,0.0047379695183473,0.021292491595069,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z58Z59,1.0,0.9472239550842172,0.0053235024441222,0.0527760449157829,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z59Z60,1.0,0.9544820590845696,0.0070529798273963,0.0455179409154304,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z60Z61,1.0,0.972132701421801,0.0059134450006749,0.027867298578199,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z61Z62,1.0,0.956074592652252,0.0049043468851678,0.0439254073477479,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z62Z63,1.0,0.9575598474904682,0.0053778307642543,0.0424401525095318,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z63Z64,1.0,0.9729797191887676,0.0044081690747169,0.0270202808112324,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z64Z65,1.0,0.9793897381939716,0.0055635393336947,0.0206102618060283,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z65Z66,1.0,0.9904761904761904,0.0044834809020877,0.0095238095238094,Neighbor ZZ
