provider,job_id,n,observable,ideal,expectation_value,std,absolute_error
IBM default,d8rf4dmab0ds73drk25g,60,Z25Z26,1.0,0.9638911178322326,0.005099314942654813,0.03610888216776742
IBM default,d8rf4dmab0ds73drk25g,60,Z26Z27,1.0,0.9345887016848364,0.006742378019297243,0.06541129831516357
IBM default,d8rf4dmab0ds73drk25g,60,Z27Z28,1.0,0.9490664295694144,0.0064726891379079735,0.05093357043058555
IBM default,d8rf4dmab0ds73drk25g,60,Z28Z29,1.0,0.9790333818964971,0.00617062261695417,0.020966618103502865
IBM default,d8rf4dmab0ds73drk25g,60,Z29Z30,1.0,0.9575193798449613,0.0062864224965468495,0.04248062015503873
IBM default,d8rf4dmab0ds73drk25g,60,Z30Z31,1.0,0.9605,0.006009143948650712,0.03949999999999998
IBM default,d8rf4dmab0ds73drk25g,60,Z31Z32,1.0,0.9742855363925036,0.005416340051827243,0.025714463607496407
IBM default,d8rf4dmab0ds73drk25g,60,Z32Z33,1.0,0.966707768187423,0.004842155741432954,0.03329223181257701
IBM default,d8rf4dmab0ds73drk25g,60,Z33Z34,1.0,0.9736760606999071,0.004680749231205655,0.026323939300092913
IBM default,d8rf4dmab0ds73drk25g,60,Z34Z35,1.0,0.9667869137952482,0.004691361828450724,0.03321308620475183
IBM default,d8rf4dmab0ds73drk25g,60,Z35Z36,1.0,0.967673621924634,0.00439059431109153,0.03232637807536598
IBM default,d8rf4dmab0ds73drk25g,60,Z36Z37,1.0,0.9616101379053299,0.005490520055355808,0.0383898620946701
IBM default,d8rf4dmab0ds73drk25g,60,Z37Z38,1.0,0.9771219542439085,0.004590342392839169,0.022878045756091536
IBM default,d8rf4dmab0ds73drk25g,60,Z38Z39,1.0,0.9634002361275088,0.005924958364226298,0.0365997638724912
IBM default,d8rf4dmab0ds73drk25g,60,Z39Z40,1.0,0.9703142466774314,0.0052833099474245936,0.02968575332256862
IBM default,d8rf4dmab0ds73drk25g,60,Z40Z41,1.0,0.9268869392072677,0.006585843287194175,0.07311306079273228
IBM default,d8rf4dmab0ds73drk25g,60,Z41Z42,1.0,0.9323232323232323,0.006509878979255603,0.06767676767676767
IBM default,d8rf4dmab0ds73drk25g,60,Z42Z43,1.0,0.9548111369492803,0.006155088531247538,0.045188863050719674
IBM default,d8rf4dmab0ds73drk25g,60,Z43Z44,1.0,0.9817127002144028,0.005402118641674824,0.018287299785597178
IBM default,d8rf4dmab0ds73drk25g,60,Z44Z45,1.0,0.9828643692696807,0.005653484303455789,0.017135630730319318
IBM default,d8rf4dmab0ds73drk25g,60,Z45Z46,1.0,0.9684925476385133,0.005538659839398856,0.031507452361486665
IBM default,d8rf4dmab0ds73drk25g,60,Z46Z47,1.0,0.922040922040922,0.007391787832699151,0.07795907795907797
IBM default,d8rf4dmab0ds73drk25g,60,Z47Z48,1.0,0.9487884406367879,0.005813362118103233,0.05121155936321209
IBM default,d8rf4dmab0ds73drk25g,60,Z48Z49,1.0,0.9754525167369205,0.0038312441151092664,0.02454748326307954
IBM default,d8rf4dmab0ds73drk25g,60,Z49Z50,1.0,0.9770954562337502,0.004335079531269932,0.02290454376624984
IBM default,d8rf4dmab0ds73drk25g,60,Z50Z51,1.0,0.9751268407375325,0.004233552952464216,0.02487315926246747
IBM default,d8rf4dmab0ds73drk25g,60,Z51Z52,1.0,0.9885470191295734,0.003804269638545626,0.011452980870426566
IBM default,d8rf4dmab0ds73drk25g,60,Z52Z53,1.0,0.9757627229372182,0.007330236659448939,0.02423727706278178
IBM default,d8rf4dmab0ds73drk25g,60,Z53Z54,1.0,1.0114158246949219,0.007140603226354165,0.011415824694921861
IBM default,d8rf4dmab0ds73drk25g,60,Z54Z55,1.0,0.9797540678176624,0.005435568510130143,0.02024593218233761
IBM default,d8rf4dmab0ds73drk25g,60,Z55Z56,1.0,0.9827340800792128,0.0043256721390984455,0.017265919920787187
IBM default,d8rf4dmab0ds73drk25g,60,Z56Z57,1.0,0.9893887682283586,0.0036665241762992608,0.01061123177164136
IBM default,d8rf4dmab0ds73drk25g,60,Z57Z58,1.0,0.9924514292785547,0.003154445648512763,0.007548570721445325
IBM default,d8rf4dmab0ds73drk25g,60,Z58Z59,1.0,0.9811836303794325,0.0038693002320557925,0.01881636962056754
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1.0,0.139,0.990292381067329,0.861
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z0Z1,1.0,0.8678,0.49691363434705627,0.13219999999999998
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z1Z2,1.0,0.8814,0.4723706595460815,0.11860000000000004
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z2Z3,1.0,0.9226,0.38575800704586816,0.07740000000000002
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z3Z4,1.0,0.9248,0.38045362398063715,0.07520000000000004
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z4Z5,1.0,0.9082,0.41853645002556233,0.09179999999999999
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z5Z6,1.0,0.9318,0.36297212014147867,0.06820000000000004
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z6Z7,1.0,0.914,0.4057141851106515,0.08599999999999997
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z7Z8,1.0,0.9024,0.4308993385931336,0.09760000000000002
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z8Z9,1.0,0.8856,0.46444874851806833,0.11439999999999995
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z9Z10,1.0,0.921,0.3895625752045491,0.07899999999999996
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z10Z11,1.0,0.9068,0.42156109877454295,0.09319999999999995
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z11Z12,1.0,0.9382,0.3460935711624819,0.061799999999999966
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z12Z13,1.0,0.8908,0.4543955985702325,0.10919999999999996
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z13Z14,1.0,0.932,0.362458273460546,0.06799999999999995
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z14Z15,1.0,0.9356,0.3530618076201389,0.06440000000000001
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z15Z16,1.0,0.9434,0.3316571120901826,0.056599999999999984
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z16Z17,1.0,0.9322,0.36194358676456734,0.06779999999999997
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z17Z18,1.0,0.9018,0.432153630090041,0.09819999999999995
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z18Z19,1.0,0.91,0.41460824883255754,0.08999999999999997
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z19Z20,1.0,0.9368,0.34986534552596094,0.06320000000000003
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z20Z21,1.0,0.9306,0.3660377576152494,0.06940000000000002
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z21Z22,1.0,0.945,0.3270703288285259,0.05500000000000005
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z22Z23,1.0,0.91,0.41460824883255754,0.08999999999999997
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z23Z24,1.0,0.9044,0.42668564541123244,0.09560000000000002
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z24Z25,1.0,0.92,0.39191835884530846,0.07999999999999996
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z25Z26,1.0,0.9494,0.31406948275819463,0.05059999999999998
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z26Z27,1.0,0.943,0.3327927282859408,0.05700000000000005
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z27Z28,1.0,0.9432,0.33222546561032895,0.05679999999999996
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z28Z29,1.0,0.9318,0.36297212014147867,0.06820000000000004
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z29Z30,1.0,0.9512,0.308575047597825,0.048799999999999955
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z30Z31,1.0,0.9056,0.4241328093887574,0.09440000000000004
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z31Z32,1.0,0.8918,0.45242983986470203,0.10819999999999996
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z32Z33,1.0,0.9168,0.39934666644408107,0.08320000000000005
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z33Z34,1.0,0.9418,0.3361737050990158,0.05820000000000003
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z34Z35,1.0,0.928,0.3725801927102405,0.07199999999999995
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z35Z36,1.0,0.9606,0.2779345966230184,0.03939999999999999
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z36Z37,1.0,0.9568,0.29074690024142996,0.043200000000000016
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z37Z38,1.0,0.975,0.22220486043288984,0.025000000000000022
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z38Z39,1.0,0.9314,0.36399730768235083,0.0686
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z39Z40,1.0,0.913,0.40795955681905516,0.08699999999999997
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z40Z41,1.0,0.9568,0.29074690024142996,0.043200000000000016
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z41Z42,1.0,0.9724,0.23332003771643783,0.027599999999999958
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z42Z43,1.0,0.9582,0.2860992135606106,0.04179999999999995
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z43Z44,1.0,0.9614,0.2751545747393634,0.03859999999999997
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z44Z45,1.0,0.9526,0.3042256399450907,0.0474
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z45Z46,1.0,0.958,0.28676819907374684,0.04200000000000004
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z46Z47,1.0,0.9484,0.31707639458023357,0.05159999999999998
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z47Z48,1.0,0.9494,0.31406948275819463,0.05059999999999998
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z48Z49,1.0,0.94,0.3411744421846397,0.06000000000000005
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z49Z50,1.0,0.9596,0.2813678019958929,0.04039999999999999
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z50Z51,1.0,0.9696,0.24469540249052496,0.030399999999999983
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z51Z52,1.0,0.9738,0.22740615646899281,0.0262
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z52Z53,1.0,0.9516,0.30733929133776566,0.0484
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z53Z54,1.0,0.8994,0.4371265720589404,0.10060000000000002
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z54Z55,1.0,0.8978,0.44040340598137967,0.10219999999999996
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z55Z56,1.0,0.967,0.25477637253089236,0.03300000000000003
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z56Z57,1.0,0.974,0.22654800815721166,0.026000000000000023
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z57Z58,1.0,0.9706,0.24069823431010032,0.02939999999999998
Q-CTRL,db75adbd-1537-4e7b-8d57-1e6839d2c08f,60,Z58Z59,1.0,0.9614,0.2751545747393634,0.03859999999999997
IBM default,d8ri28i01fac73d4c7v0,80,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1.0,-0.036211699164345405,0.04570754403905252,1.0362116991643453
IBM default,d8ri28i01fac73d4c7v0,80,Z0Z1,1.0,0.9303263197681744,0.007049524308012599,0.06967368023182563
IBM default,d8ri28i01fac73d4c7v0,80,Z1Z2,1.0,0.9273570324574961,0.006718228399783326,0.07264296754250388
IBM default,d8ri28i01fac73d4c7v0,80,Z2Z3,1.0,0.9101172383847156,0.006359935652850387,0.08988276161528441
IBM default,d8ri28i01fac73d4c7v0,80,Z3Z4,1.0,0.8870502695248841,0.008738418517002505,0.11294973047511592
IBM default,d8ri28i01fac73d4c7v0,80,Z4Z5,1.0,0.8738484677570972,0.00822266361465451,0.12615153224290276
IBM default,d8ri28i01fac73d4c7v0,80,Z5Z6,1.0,0.8910581315311933,0.007398612194172869,0.10894186846880671
IBM default,d8ri28i01fac73d4c7v0,80,Z6Z7,1.0,0.8938823045831336,0.01247433478964492,0.10611769541686644
IBM default,d8ri28i01fac73d4c7v0,80,Z7Z8,1.0,0.9483915126625599,0.011655423866008423,0.05160848733744006
IBM default,d8ri28i01fac73d4c7v0,80,Z8Z9,1.0,0.9054054054054054,0.00839036060604207,0.09459459459459463
IBM default,d8ri28i01fac73d4c7v0,80,Z9Z10,1.0,0.9269470207089315,0.007230848798361822,0.07305297929106846
IBM default,d8ri28i01fac73d4c7v0,80,Z10Z11,1.0,0.9300792393026941,0.007044447395652132,0.0699207606973059
IBM default,d8ri28i01fac73d4c7v0,80,Z11Z12,1.0,0.9144146968461973,0.007812336252457836,0.08558530315380275
IBM default,d8ri28i01fac73d4c7v0,80,Z12Z13,1.0,0.9396600745561382,0.007329642206591385,0.0603399254438618
IBM default,d8ri28i01fac73d4c7v0,80,Z13Z14,1.0,0.9313417526764536,0.00781801713039753,0.06865824732354642
IBM default,d8ri28i01fac73d4c7v0,80,Z14Z15,1.0,0.8372569089048106,0.008244874395660623,0.16274309109518936
IBM default,d8ri28i01fac73d4c7v0,80,Z15Z16,1.0,0.8453530665997743,0.008862294840580992,0.15464693340022573
IBM default,d8ri28i01fac73d4c7v0,80,Z16Z17,1.0,0.9317067035593007,0.00732396537219294,0.06829329644069926
IBM default,d8ri28i01fac73d4c7v0,80,Z17Z18,1.0,0.9260627308583235,0.00744403243002459,0.07393726914167653
IBM default,d8ri28i01fac73d4c7v0,80,Z18Z19,1.0,0.914541609652942,0.00656037413480311,0.08545839034705804
IBM default,d8ri28i01fac73d4c7v0,80,Z19Z20,1.0,0.9378466245936126,0.007856681416384199,0.062153375406387434
IBM default,d8ri28i01fac73d4c7v0,80,Z20Z21,1.0,0.9149084457961097,0.007508504616872874,0.08509155420389025
IBM default,d8ri28i01fac73d4c7v0,80,Z21Z22,1.0,0.9123110151187905,0.007090984179440845,0.08768898488120946
IBM default,d8ri28i01fac73d4c7v0,80,Z22Z23,1.0,0.8504210004952947,0.009678188300563615,0.14957899950470532
IBM default,d8ri28i01fac73d4c7v0,80,Z23Z24,1.0,0.8425484490124451,0.008899121033524629,0.15745155098755492
IBM default,d8ri28i01fac73d4c7v0,80,Z24Z25,1.0,0.9386165543673116,0.005845212276889277,0.06138344563268838
IBM default,d8ri28i01fac73d4c7v0,80,Z25Z26,1.0,0.9541239025596636,0.0045718795730564695,0.04587609744033638
IBM default,d8ri28i01fac73d4c7v0,80,Z26Z27,1.0,0.9199975135202337,0.006832477274928832,0.08000248647976627
IBM default,d8ri28i01fac73d4c7v0,80,Z27Z28,1.0,0.9110958818765186,0.007555086973262888,0.08890411812348142
IBM default,d8ri28i01fac73d4c7v0,80,Z28Z29,1.0,0.9396573131363297,0.005603005782640216,0.06034268686367028
IBM default,d8ri28i01fac73d4c7v0,80,Z29Z30,1.0,0.952995163090661,0.005310772920097378,0.04700483690933899
IBM default,d8ri28i01fac73d4c7v0,80,Z30Z31,1.0,0.93516163057641,0.0059795356077033835,0.06483836942359
IBM default,d8ri28i01fac73d4c7v0,80,Z31Z32,1.0,0.9401242236024845,0.005866469734593319,0.05987577639751551
IBM default,d8ri28i01fac73d4c7v0,80,Z32Z33,1.0,0.9342667740536522,0.006385934218261661,0.06573322594634778
IBM default,d8ri28i01fac73d4c7v0,80,Z33Z34,1.0,0.9528659256039247,0.006161690769027476,0.04713407439607531
IBM default,d8ri28i01fac73d4c7v0,80,Z34Z35,1.0,0.9380267724343084,0.0051256625922037075,0.06197322756569157
IBM default,d8ri28i01fac73d4c7v0,80,Z35Z36,1.0,0.9421364985163204,0.00683200380050762,0.05786350148367958
IBM default,d8ri28i01fac73d4c7v0,80,Z36Z37,1.0,0.9382093316519546,0.008048388217561202,0.06179066834804536
IBM default,d8ri28i01fac73d4c7v0,80,Z37Z38,1.0,0.9639833185896626,0.006584726459444718,0.036016681410337426
IBM default,d8ri28i01fac73d4c7v0,80,Z38Z39,1.0,0.9452003495194108,0.006300382838052812,0.05479965048058921
IBM default,d8ri28i01fac73d4c7v0,80,Z39Z40,1.0,0.962240560140035,0.00502735981225705,0.037759439859964994
IBM default,d8ri28i01fac73d4c7v0,80,Z40Z41,1.0,0.9671589705240855,0.004791515201955466,0.032841029475914496
IBM default,d8ri28i01fac73d4c7v0,80,Z41Z42,1.0,0.7280147949748103,0.010718649893057493,0.27198520502518975
IBM default,d8ri28i01fac73d4c7v0,80,Z42Z43,1.0,0.7285687010755425,0.010053531574110658,0.2714312989244575
IBM default,d8ri28i01fac73d4c7v0,80,Z43Z44,1.0,0.9575862495362928,0.005704023074565332,0.04241375046370721
IBM default,d8ri28i01fac73d4c7v0,80,Z44Z45,1.0,0.9481701653353148,0.006346993048074672,0.05182983466468516
IBM default,d8ri28i01fac73d4c7v0,80,Z45Z46,1.0,0.9701779403558807,0.004990201112506979,0.029822059644119325
IBM default,d8ri28i01fac73d4c7v0,80,Z46Z47,1.0,0.9474950915194122,0.006836820680824828,0.05250490848058775
IBM default,d8ri28i01fac73d4c7v0,80,Z47Z48,1.0,0.9483932548520522,0.007423996514999475,0.05160674514794783
IBM default,d8ri28i01fac73d4c7v0,80,Z48Z49,1.0,0.9362179687012906,0.00683705462489418,0.06378203129870941
IBM default,d8ri28i01fac73d4c7v0,80,Z49Z50,1.0,0.9495652173913044,0.005315498789004577,0.050434782608695605
IBM default,d8ri28i01fac73d4c7v0,80,Z50Z51,1.0,0.9572649572649573,0.004927036090944143,0.042735042735042694
IBM default,d8ri28i01fac73d4c7v0,80,Z51Z52,1.0,0.9563115820784532,0.004649846295932285,0.04368841792154676
IBM default,d8ri28i01fac73d4c7v0,80,Z52Z53,1.0,0.9383054223993027,0.006336507844850119,0.0616945776006973
IBM default,d8ri28i01fac73d4c7v0,80,Z53Z54,1.0,0.9507478565617373,0.005271616983712312,0.049252143438262674
IBM default,d8ri28i01fac73d4c7v0,80,Z54Z55,1.0,0.9664328657314629,0.006841248471061499,0.03356713426853708
IBM default,d8ri28i01fac73d4c7v0,80,Z55Z56,1.0,0.9913793103448276,0.006082707813309802,0.008620689655172376
IBM default,d8ri28i01fac73d4c7v0,80,Z56Z57,1.0,0.9905916524594305,0.004247902591508337,0.009408347540569517
IBM default,d8ri28i01fac73d4c7v0,80,Z57Z58,1.0,0.9787075084049309,0.004737969518347308,0.021292491595069074
IBM default,d8ri28i01fac73d4c7v0,80,Z58Z59,1.0,0.9472239550842171,0.00532350244412226,0.052776044915782916
IBM default,d8ri28i01fac73d4c7v0,80,Z59Z60,1.0,0.9544820590845695,0.007052979827396354,0.04551794091543049
IBM default,d8ri28i01fac73d4c7v0,80,Z60Z61,1.0,0.972132701421801,0.005913445000674982,0.02786729857819903
IBM default,d8ri28i01fac73d4c7v0,80,Z61Z62,1.0,0.956074592652252,0.004904346885167824,0.04392540734774797
IBM default,d8ri28i01fac73d4c7v0,80,Z62Z63,1.0,0.9575598474904682,0.005377830764254387,0.042440152509531814
IBM default,d8ri28i01fac73d4c7v0,80,Z63Z64,1.0,0.9729797191887676,0.004408169074716956,0.027020280811232422
IBM default,d8ri28i01fac73d4c7v0,80,Z64Z65,1.0,0.9793897381939717,0.005563539333694755,0.020610261806028318
IBM default,d8ri28i01fac73d4c7v0,80,Z65Z66,1.0,0.9904761904761905,0.004483480902087751,0.00952380952380949
IBM default,d8ri28i01fac73d4c7v0,80,Z66Z67,1.0,0.9786359389598256,0.004059553921528271,0.02136406104017441
IBM default,d8ri28i01fac73d4c7v0,80,Z67Z68,1.0,0.9817297499532331,0.005581068888720764,0.018270250046766856
IBM default,d8ri28i01fac73d4c7v0,80,Z68Z69,1.0,0.9691081215744893,0.006187887858555377,0.030891878425510666
IBM default,d8ri28i01fac73d4c7v0,80,Z69Z70,1.0,0.9606563490583628,0.004549502539916198,0.039343650941637165
IBM default,d8ri28i01fac73d4c7v0,80,Z70Z71,1.0,0.9540279937791601,0.004311984552431869,0.045972006220839856
IBM default,d8ri28i01fac73d4c7v0,80,Z71Z72,1.0,0.9786572086366747,0.004410843091734346,0.021342791363325286
IBM default,d8ri28i01fac73d4c7v0,80,Z72Z73,1.0,0.9632490345085337,0.003809928072820678,0.03675096549146628
IBM default,d8ri28i01fac73d4c7v0,80,Z73Z74,1.0,0.9831875426515293,0.003602563584051809,0.0168124573484707
IBM default,d8ri28i01fac73d4c7v0,80,Z74Z75,1.0,0.9557301409153262,0.004794495790772136,0.044269859084673846
IBM default,d8ri28i01fac73d4c7v0,80,Z75Z76,1.0,0.974601373920716,0.0059926812805267725,0.025398626079284004
IBM default,d8ri28i01fac73d4c7v0,80,Z76Z77,1.0,0.9919420326066588,0.003827602097423276,0.008057967393341192
IBM default,d8ri28i01fac73d4c7v0,80,Z77Z78,1.0,0.9879234532730539,0.003656362544249112,0.012076546726946136
IBM default,d8ri28i01fac73d4c7v0,80,Z78Z79,1.0,0.9816315171006247,0.004056417913802483,0.018368482899375316
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1.0,0.0038,0.9999927799739357,0.9962
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z0Z1,1.0,0.8876,0.4606150670570819,0.11240000000000006
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z1Z2,1.0,0.8846,0.46635055484045473,0.11539999999999995
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z2Z3,1.0,0.8574,0.5146505999219275,0.14259999999999995
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z3Z4,1.0,0.8838,0.4678648950284686,0.11619999999999997
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z4Z5,1.0,0.8824,0.47049998937300735,0.11760000000000004
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z5Z6,1.0,0.8854,0.46482990437363225,0.11460000000000004
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z6Z7,1.0,0.8718,0.48986198056187213,0.12819999999999998
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z7Z8,1.0,0.7048,0.7094060614344933,0.2952
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z8Z9,1.0,0.71,0.7042016756583301,0.29000000000000004
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z9Z10,1.0,0.8476,0.5306356942385236,0.15239999999999998
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z10Z11,1.0,0.8684,0.49586433628564186,0.13160000000000005
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z11Z12,1.0,0.9046,0.426261469053913,0.09540000000000004
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z12Z13,1.0,0.908,0.4189701660023061,0.09199999999999997
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z13Z14,1.0,0.8886,0.45868294060276543,0.11140000000000005
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z14Z15,1.0,0.9072,0.42069960779634674,0.0928
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z15Z16,1.0,0.8794,0.47608364811238796,0.12060000000000004
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z16Z17,1.0,0.8772,0.48012515035144754,0.12280000000000002
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z17Z18,1.0,0.9204,0.39097805565018606,0.0796
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z18Z19,1.0,0.9278,0.3730779543205415,0.07220000000000004
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z19Z20,1.0,0.9254,0.37899187326379447,0.0746
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z20Z21,1.0,0.926,0.37752350920174477,0.07399999999999995
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z21Z22,1.0,0.9148,0.40390711803581786,0.08520000000000005
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z22Z23,1.0,0.9338,0.35779541640440293,0.06620000000000004
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z23Z24,1.0,0.9294,0.3690740305142045,0.0706
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z24Z25,1.0,0.915,0.4034538387473837,0.08499999999999996
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z25Z26,1.0,0.8836,0.4682425012747134,0.11639999999999995
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z26Z27,1.0,0.9258,0.3780137034553114,0.07420000000000004
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z27Z28,1.0,0.918,0.3965803827725219,0.08199999999999996
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z28Z29,1.0,0.9206,0.39050690134746663,0.07940000000000003
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z29Z30,1.0,0.8948,0.44646719924312456,0.10519999999999996
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z30Z31,1.0,0.92,0.39191835884530846,0.07999999999999996
